arm,step,reward,entropy,kl,step_seconds
lora-r1,31,0.8234375,0.3110434114933014,0.0005733912694267929,83.7295571869472
lora-r1,32,0.4890625,0.3613949418067932,0.0006849606870673597,84.27404092100915
lora-r1,33,0.859375,0.3197581171989441,0.0005501031992025673,84.35567031695973
lora-r1,34,0.6531250000000001,0.36328262090682983,0.0006172250141389668,84.82865437003784
lora-r1,35,0.7234375,0.32335951924324036,0.0005514781805686653,83.60355102503672
lora-r1,36,0.6,0.30909988284111023,0.00039300991920754313,83.237801401061
lora-r1,37,0.4984375,0.29905807971954346,0.0010067615658044815,85.01773085002787
lora-r1,38,0.840625,0.2791805863380432,0.00034325444721616805,81.24490838102065
lora-r1,39,0.5531250000000001,0.37568700313568115,0.001014511683024466,82.62441905995365
lora-r1,40,0.4828125,0.2953273057937622,0.0006374139338731766,84.96530360891484
lora-r1,41,0.6656249999999999,0.3117069900035858,0.0008885005372576416,83.75029328104574
lora-r1,42,0.5109375,0.3507337272167206,0.0007896938477642834,84.43878764100373
lora-r1,43,0.6734375,0.29667919874191284,0.00039401353569701314,83.5293820699444
lora-r1,44,0.759375,0.26751020550727844,0.00045548417256213725,82.06881289300509
lora-r1,45,0.8921875,0.2827979326248169,0.0010219075484201312,83.02708276908379
lora-r1,46,0.7328125000000001,0.2739366292953491,0.00044071589945815504,84.2963389310753
lora-r1,47,0.7953125000000001,0.2702699601650238,0.0004965144908055663,82.57988718198612
lora-r1,48,0.8015625,0.28808948397636414,0.0005593553651124239,83.20671748300083
lora-r1,49,0.8453125000000001,0.2806236445903778,0.00022328627528622746,83.36188572307583
lora-r32,0,0.203125,0.44275549054145813,0.000836690713185817,259.07877497409936
lora-r32,1,0.23437499999999997,0.3944507837295532,0.0008528004982508719,82.72037635801826
lora-r32,2,0.29374999999999996,0.4325200319290161,0.0007387840305455029,85.45134138397407
lora-r32,3,0.559375,0.41063976287841797,0.0006839846028015018,84.60252450103872
lora-r32,4,0.6703125,0.33488619327545166,0.0007036859169602394,85.72773511102423
lora-r32,5,0.44375,0.40654250979423523,0.0007106856792233884,85.14909100206569
lora-r32,6,0.43124999999999997,0.40494588017463684,0.0007178859086707234,85.47870227193926
lora-r32,7,0.7921875,0.3567761480808258,0.0006514435517601669,86.08901718701236
lora-r32,8,0.6875,0.3632524907588959,0.0008252693805843592,84.17113363801036
lora-r32,9,0.5890625,0.3347199261188507,0.00045720991329289973,85.31118666904513
lora-r32,10,0.715625,0.37587133049964905,0.0007979765650816262,85.43851656909101
lora-r32,11,0.3359375,0.39804211258888245,0.0008588677155785263,85.61780456791166
lora-r32,12,0.75,0.3514789938926697,0.0007353290566243231,85.24067177600227
lora-r32,13,0.484375,0.3854365050792694,0.00021398365788627416,85.38060803001281
lora-r32,14,0.5625,0.3338060677051544,0.0010560847586020827,85.47614333801903
lora-r32,15,0.825,0.29146379232406616,0.00035207526525482535,85.03209151001647
lora-r32,16,0.61875,0.39837580919265747,0.0008764596423134208,85.5940710878931
lora-r32,17,0.7578125,0.34427207708358765,0.0006146437372080982,85.24812814500183
lora-r32,18,0.609375,0.4024447798728943,0.00020785699598491192,85.36052243004087
lora-r32,19,0.49062500000000003,0.32513222098350525,0.0005160642904229462,85.32463973900303
lora-r32,20,0.8546875,0.30355435609817505,0.0006989483372308314,86.12998809490819
lora-r32,21,0.859375,0.24219782650470734,0.0008237513829953969,85.19382368098013
lora-r32,22,0.6781250000000001,0.34286341071128845,0.0007503508822992444,83.74749978200998
lora-r32,23,0.715625,0.2528032958507538,0.00028534411103464663,85.42755959695205
lora-r32,24,0.496875,0.30603960156440735,0.0005714723374694586,85.90478352399077
lora-r32,25,0.840625,0.28465181589126587,0.00045679902541451156,84.7843027919298
lora-r32,26,0.875,0.3128148317337036,0.0007354672998189926,84.90208115696441
lora-r32,27,0.9328125,0.25678834319114685,0.0007464606314897537,82.35205291199964
lora-r32,28,0.8078125,0.24363765120506287,9.525765926809981e-05,83.69452189200092
lora-r32,29,0.765625,0.30096831917762756,0.0004998857039026916,84.71715086896438
lora-r32,30,0.7109375,0.29648956656455994,0.0011414133477956057,83.98833022592589
lora-r32,31,0.84375,0.24536637961864471,0.0006977259763516486,83.72819069307297
lora-r32,32,0.6000000000000001,0.312472939491272,0.000800553010776639,84.28778718109243
lora-r32,33,0.875,0.2638967037200928,0.0010216026566922665,84.2805709100794
lora-r32,34,0.6937500000000001,0.3629620373249054,0.0008253499399870634,84.89880324702244
lora-r32,35,0.790625,0.2876947522163391,0.000736770685762167,83.70465058193076
lora-r32,36,0.778125,0.28267186880111694,0.00043615230242721736,83.22887582995463
lora-r32,37,0.55625,0.25074321031570435,0.0007370252860710025,84.94096531998366
lora-r32,38,0.934375,0.22593024373054504,0.0003620024654082954,81.34721034800168
lora-r32,39,0.6453125000000001,0.37817302346229553,0.0007120728841982782,82.59174971992616
lora-r32,40,0.65,0.26343467831611633,0.000949451990891248,85.02815759601071
lora-r32,41,0.80625,0.2879346013069153,0.000563930079806596,83.75893521297257
lora-r32,42,0.54375,0.4489877223968506,0.00041399718611501157,84.36244572908618
lora-r32,43,0.7453125,0.29211241006851196,0.0014865414705127478,83.64273764297832
lora-r32,44,0.796875,0.24626678228378296,0.0006282085087150335,82.11584766895976
lora-r32,45,0.9484375,0.27062374353408813,0.001049551647156477,83.02767843997572
lora-r32,46,0.7484375,0.2295013666152954,0.0010163753759115934,84.30373879801482
lora-r32,47,0.9203125,0.24901443719863892,0.0005121863214299083,82.61729825194925
lora-r32,48,0.84375,0.26328641176223755,0.000157304632011801,83.185167188989
lora-r32,49,0.871875,0.24971580505371094,0.00048486553714610636,83.36669977905694
