run,group,config,replicate,step,reward,entropy,kl,step_seconds,format,correct,ac_tokens_per_turn,frac_all_bad,grad_norm,time/compute_delta_diff,time/total
large-fft-a,large,fullft,a,28,0.9765625,0.11246393620967865,0.00017300884064752609,122.01461043895688,0.921875,0.984375,319.84375,0.0,2416.0,1.3178639139514416,122.01461043895688
large-fft-a,large,fullft,a,29,0.9828125,0.13651466369628906,0.0007104672258719802,122.31509496900253,0.984375,0.984375,307.5,0.0,3056.0,1.263152527040802,122.31509496900253
large-fft-a,large,fullft,a,30,0.9906250000000001,0.1147223636507988,0.0006925317575223744,117.94209986797068,0.90625,1.0,310.421875,0.0,326.0,1.2687774939695373,117.94209986797068
large-fft-a,large,fullft,a,31,1.0,0.10793069005012512,0.0006176247843541205,64.16155148495454,1.0,1.0,243.5625,0.0,0.0,1.2891010059975088,64.16155148495454
large-fft-a,large,fullft,a,32,0.8734375,0.12470676004886627,0.0005072768544778228,82.40794837696012,0.984375,0.875,287.46875,0.0,270.0,1.2588685620576143,82.40794837696012
large-fft-a,large,fullft,a,33,1.0,0.125189408659935,0.000272465986199677,75.10815455298871,1.0,1.0,246.21875,0.0,0.0,1.1514027860248461,75.10815455298871
large-fft-a,large,fullft,a,34,0.9484375,0.17109794914722443,0.0001672999351285398,89.2341312529752,0.953125,0.953125,281.703125,0.0,5312.0,1.4497430050978437,89.2341312529752
large-fft-a,large,fullft,a,35,1.0,0.11063344776630402,0.00047537495265714824,93.42424700502306,1.0,1.0,271.6875,0.0,0.0,1.4494870650814846,93.42424700502306
large-fft-a,large,fullft,a,36,0.875,0.10317379236221313,0.00031273101922124624,83.32235153904185,1.0,0.875,228.5625,0.125,0.0,1.4342529099667445,83.32235153904185
large-fft-a,large,fullft,a,37,0.7234375,0.15750658512115479,0.00016096571926027536,98.72726158401929,0.734375,0.75,360.78125,0.125,4320.0,1.4246082910103723,98.72726158401929
large-fft-a,large,fullft,a,38,0.9984375,0.10248298943042755,0.00036313600139692426,128.93496078904718,0.984375,1.0,257.375,0.0,193.0,1.4336416160222143,128.93496078904718
large-fft-a,large,fullft,a,39,0.8640625000000001,0.17387042939662933,-0.00010553051106398925,81.00058898003772,0.890625,0.875,278.0,0.0,286.0,1.4147438029758632,81.00058898003772
large-fft-b,large,fullft,b,0,0.27187500000000003,0.1629507690668106,0.0004978771903552115,475.0939784180373,0.28125,0.34375,497.140625,0.125,12480.0,4.913094579940662,475.0939784180373
large-fft-b,large,fullft,b,1,0.1046875,0.14755955338478088,0.00011370937136234716,181.25002099992707,0.171875,0.1875,503.734375,0.5,11392.0,2.4645439790328965,181.25002099992707
large-fft-b,large,fullft,b,2,0.1359375,0.15315915644168854,0.00042046612361446023,170.03988454502542,0.171875,0.21875,496.484375,0.375,11008.0,1.9849994330434129,170.03988454502542
large-fft-b,large,fullft,b,3,0.146875,0.19977900385856628,0.0006451260414905846,148.12784992100205,0.125,0.234375,500.578125,0.5,10176.0,1.8453340199775994,148.12784992100205
large-fft-b,large,fullft,b,4,0.3046875,0.17245036363601685,0.00032988464226946235,137.96316597203258,0.140625,0.390625,500.65625,0.25,10368.0,1.7548224850324914,137.96316597203258
large-fft-b,large,fullft,b,5,0.24531249999999996,0.16827306151390076,0.0005405711708590388,74.91657296696212,0.171875,0.328125,501.90625,0.25,14272.0,1.7325681380461901,74.91657296696212
large-fft-b,large,fullft,b,6,0.53125,0.15106768906116486,0.00027552733081392944,153.45306669699494,0.53125,0.578125,451.828125,0.25,8320.0,1.6965596780646592,153.45306669699494
large-fft-b,large,fullft,b,7,0.5390625,0.2199372500181198,0.00011604127939790487,131.95222935907077,0.296875,0.609375,469.25,0.125,10048.0,1.7205763609381393,131.95222935907077
large-fft-b,large,fullft,b,8,0.7953125,0.16846314072608948,0.0004930062568746507,167.0982866609702,0.671875,0.828125,397.0,0.125,4768.0,1.6476776950294152,167.0982866609702
large-fft-b,large,fullft,b,9,0.6375000000000001,0.21558941900730133,0.00038418188341893256,155.2118122810498,0.5,0.6875,440.328125,0.125,8960.0,1.643481653998606,155.2118122810498
large-fft-b,large,fullft,b,10,0.7375,0.16944186389446259,0.0005335079622454941,108.14537992700934,0.5625,0.78125,440.0625,0.0,6464.0,1.609312070067972,108.14537992700934
large-fft-b,large,fullft,b,11,0.7953125,0.17545931041240692,0.00041483438690193,75.48917553201318,0.515625,0.84375,433.34375,0.0,7168.0,1.655077181989327,75.48917553201318
large-fft-b,large,fullft,b,12,0.9234375,0.17472155392169952,0.0002774384047370404,64.23362262104638,0.703125,0.953125,420.703125,0.0,5248.0,1.5766480509191751,64.23362262104638
large-fft-b,large,fullft,b,13,0.8046875,0.1944841742515564,0.000137290422571823,102.50206830399111,0.765625,0.828125,381.15625,0.125,3840.0,1.6020425299648196,102.50206830399111
large-fft-b,large,fullft,b,14,0.81875,0.2254744917154312,0.00015186372911557555,86.96701565000694,0.75,0.84375,383.78125,0.0,5952.0,1.5985928670270368,86.96701565000694
large-fft-b,large,fullft,b,15,0.771875,0.1613314300775528,0.00011572863877518103,92.75329685304314,0.75,0.796875,379.90625,0.0,4096.0,1.5752122880658135,92.75329685304314
large-fft-b,large,fullft,b,16,0.940625,0.16093948483467102,0.0003524382773321122,63.13146042195149,0.71875,0.96875,396.203125,0.0,4192.0,1.5427114859921858,63.13146042195149
large-fft-b,large,fullft,b,17,0.8328125,0.20154547691345215,0.00033545997575856745,106.80400646699127,0.734375,0.859375,392.859375,0.0,7168.0,1.5548782569821924,106.80400646699127
large-fft-b,large,fullft,b,18,0.921875,0.15932847559452057,0.0003380446578375995,82.70125467702746,0.84375,0.9375,375.71875,0.0,5248.0,1.5309160760371014,82.70125467702746
large-fft-b,large,fullft,b,19,0.946875,0.15385554730892181,-0.00011040201206924394,153.3523403930012,0.9375,0.953125,323.0,0.0,4608.0,1.5970576190156862,153.3523403930012
large-fft-b,large,fullft,b,20,0.7906250000000001,0.18366611003875732,0.0004131062887609005,157.05129105900414,0.78125,0.8125,343.171875,0.0,6048.0,1.5694246069760993,157.05129105900414
large-fft-b,large,fullft,b,21,0.9984375,0.13013415038585663,0.00011328664550092071,138.15940708504058,0.984375,1.0,305.75,0.0,212.0,1.4797323329839855,138.15940708504058
large-fft-b,large,fullft,b,22,0.8515625,0.18894462287425995,0.00029838099726475775,151.40311219205614,0.765625,0.875,352.140625,0.0,6912.0,1.5418647130718455,151.40311219205614
large-fft-b,large,fullft,b,23,0.7859375000000001,0.20567747950553894,0.0006639579660259187,110.67154090700205,0.734375,0.8125,373.265625,0.0,26368.0,1.6446610959246755,110.67154090700205
large-fft-b,large,fullft,b,24,0.996875,0.15425212681293488,0.0005885205464437604,138.28764144401066,0.96875,1.0,280.4375,0.0,428.0,1.6087211640551686,138.28764144401066
large-fft-b,large,fullft,b,25,0.9921875,0.16277560591697693,0.0004359534359537065,157.69933457300067,0.921875,1.0,310.203125,0.0,520.0,1.5696749680209905,157.69933457300067
large-fft-b,large,fullft,b,26,0.8656250000000001,0.15961472690105438,0.0007811036193743348,133.28352950699627,0.90625,0.875,333.78125,0.0,7072.0,1.5801308350637555,133.28352950699627
large-fft-b,large,fullft,b,27,0.9984375,0.13748395442962646,0.0009922034805640578,149.13379746803548,0.984375,1.0,324.75,0.0,300.0,1.5117506829556078,149.13379746803548
large-fft-b,large,fullft,b,28,1.0,0.11184359341859818,0.00021897591068409383,133.67326465807855,1.0,1.0,226.34375,0.0,0.0,1.4830362270586193,133.67326465807855
large-fft-b,large,fullft,b,29,0.9015625,0.15652847290039062,0.00020820097415708005,118.60111090808641,0.953125,0.90625,257.046875,0.0,3776.0,1.5025689919712022,118.60111090808641
large-fft-b,large,fullft,b,30,0.8390624999999999,0.1547238528728485,0.00033309662831015885,121.53801125404425,0.796875,0.859375,359.046875,0.0,5696.0,1.4966784459538758,121.53801125404425
large-fft-b,large,fullft,b,31,1.0,0.11510857939720154,0.0003932633262593299,121.10416193807032,1.0,1.0,248.40625,0.0,0.0,1.4726684669731185,121.10416193807032
large-fft-b,large,fullft,b,32,0.996875,0.13887232542037964,0.0006991887930780649,99.02570882393047,0.96875,1.0,265.75,0.0,348.0,1.4709695529891178,99.02570882393047
large-fft-b,large,fullft,b,33,1.0,0.1337180882692337,4.3135219129908364e-06,78.66772732394747,1.0,1.0,284.46875,0.0,0.0,1.4013930880464613,78.66772732394747
large-fft-b,large,fullft,b,34,0.9984375,0.11099107563495636,0.0002689868269953877,101.31010300095659,0.984375,1.0,252.65625,0.0,208.0,1.417482207994908,101.31010300095659
large-fft-b,large,fullft,b,35,0.9671875,0.1301601678133011,0.0004722703597508371,66.25936108990572,0.984375,0.96875,270.921875,0.0,3072.0,1.3907392469700426,66.25936108990572
large-fft-b,large,fullft,b,36,1.0,0.13497161865234375,0.00016686184972058982,81.7566521000117,1.0,1.0,229.078125,0.0,0.0,1.3641439210623503,81.7566521000117
large-fft-b,large,fullft,b,37,0.8671875,0.1683911234140396,0.0008321163477376103,78.00680246995762,0.921875,0.875,278.390625,0.0,512.0,1.2878057280322537,78.00680246995762
large-fft-b,large,fullft,b,38,0.85625,0.17566584050655365,0.0004394829738885164,86.50980651995633,0.8125,0.875,270.484375,0.125,362.0,1.3215211249189451,86.50980651995633
large-fft-b,large,fullft,b,39,0.8828125,0.13632696866989136,0.00011611518129939213,116.9222660579253,0.921875,0.890625,265.296875,0.0,2320.0,1.2881492089945823,116.9222660579253
large-r1-a,large,lora-r1,a,0,0.1015625,0.1580125093460083,0.0007117317873053253,397.453310220968,0.140625,0.1875,506.546875,0.625,1147.483154296875,,397.453310220968
large-r1-a,large,lora-r1,a,1,0.1015625,0.18256090581417084,0.0008421372622251511,289.38542187202256,0.140625,0.1875,503.34375,0.5,1164.563720703125,,289.38542187202256
large-r1-a,large,lora-r1,a,2,-0.06874999999999999,0.1729121208190918,0.0010302035370841622,295.454292767914,0.0,0.03125,512.0,0.75,587.4984741210938,,295.454292767914
large-r1-a,large,lora-r1,a,3,0.0703125,0.1720137894153595,0.0006262112874537706,289.2023336980492,0.140625,0.15625,498.03125,0.5,1124.871826171875,,289.2023336980492
large-r1-a,large,lora-r1,a,4,0.1578125,0.14227023720741272,0.00044238578993827105,290.335728792008,0.234375,0.234375,485.296875,0.625,801.7613525390625,,290.335728792008
large-r1-a,large,lora-r1,a,5,0.0015625000000000153,0.15598143637180328,0.0005998284323140979,284.018089330988,0.078125,0.09375,505.765625,0.75,765.606689453125,,284.018089330988
large-r1-a,large,lora-r1,a,6,0.11718749999999999,0.16203466057777405,0.0005030098254792392,293.6690731859999,0.140625,0.203125,484.5,0.625,747.2494506835938,,293.6690731859999
large-r1-a,large,lora-r1,a,7,0.121875,0.1666383296251297,0.0005479645915329456,297.887829481042,0.1875,0.203125,492.859375,0.5,879.6788330078125,,297.887829481042
large-r1-a,large,lora-r1,a,8,0.1171875,0.15991619229316711,0.0009906934574246407,289.734391698963,0.140625,0.203125,488.109375,0.625,1062.559326171875,,289.734391698963
large-r1-a,large,lora-r1,a,9,0.032812499999999994,0.14213576912879944,0.0006715075578540564,288.08395127695985,0.078125,0.125,506.515625,0.625,1147.4957275390625,,288.08395127695985
large-r1-a,large,lora-r1,a,10,0.0015625000000000014,0.15439791977405548,0.0003399689157959074,286.0237808349775,0.078125,0.09375,508.125,0.75,1019.908447265625,,286.0237808349775
large-r1-a,large,lora-r1,a,11,0.053125000000000006,0.16235603392124176,0.0009569083922542632,287.60303988296073,0.125,0.140625,505.625,0.625,881.1846923828125,,287.60303988296073
large-r1-a,large,lora-r1,a,12,0.275,0.1459101438522339,0.0007027761894278228,287.4815266469959,0.3125,0.34375,484.90625,0.25,1997.676025390625,,287.4815266469959
large-r1-a,large,lora-r1,a,13,0.0859375,0.18031710386276245,0.0006895271362736821,289.84246067807544,0.140625,0.171875,491.078125,0.75,788.3578491210938,,289.84246067807544
large-r1-a,large,lora-r1,a,14,0.03750000000000002,0.19095833599567413,0.0009949071099981666,287.62192610499915,0.125,0.125,491.75,0.875,2.8049247703165747e-05,,287.62192610499915
large-r1-a,large,lora-r1,a,15,0.346875,0.15661270916461945,0.0003883601166307926,288.02428664802574,0.40625,0.40625,463.796875,0.25,1585.9053955078125,,288.02428664802574
large-r1-a,large,lora-r1,a,16,0.5125,0.15098506212234497,0.0005372129962779582,291.0557236879831,0.5,0.5625,450.921875,0.125,1718.784912109375,,291.0557236879831
large-r1-a,large,lora-r1,a,17,0.4984375,0.16949495673179626,0.0004607026057783514,288.9016106680501,0.515625,0.546875,437.25,0.25,1586.1021728515625,,288.9016106680501
large-r1-a,large,lora-r1,a,18,0.621875,0.14373138546943665,0.0002541146823205054,285.24900852900464,0.65625,0.65625,412.078125,0.25,827.5091552734375,,285.24900852900464
large-r1-a,large,lora-r1,a,19,0.3984375,0.14620347321033478,0.0005834963521920145,287.1096127049532,0.453125,0.453125,454.953125,0.375,1522.0250244140625,,287.1096127049532
large-r1-a,large,lora-r1,a,20,0.753125,0.09676294773817062,0.0004403080965857953,286.59106854500715,0.71875,0.78125,400.625,0.0,1601.62939453125,,286.59106854500715
large-r1-a,large,lora-r1,a,21,0.66875,0.10908278077840805,0.0006050397641956806,285.42396317399107,0.65625,0.703125,421.390625,0.0,1967.556396484375,,285.42396317399107
large-r1-a,large,lora-r1,a,22,0.6734374999999999,0.12132605165243149,0.0009139245958067477,279.7902217890369,0.703125,0.703125,396.625,0.0,1365.7193603515625,,279.7902217890369
large-r1-a,large,lora-r1,a,23,0.621875,0.12544432282447815,0.0006580163026228547,281.286905834917,0.65625,0.65625,409.921875,0.25,1114.74853515625,,281.286905834917
large-r1-a,large,lora-r1,a,24,0.7609375,0.09185852855443954,0.0005017503863200545,280.2697933720192,0.796875,0.78125,371.25,0.0,1448.841552734375,,280.2697933720192
large-r1-a,large,lora-r1,a,25,0.98125,0.08678678423166275,0.0004021352215204388,273.7048153989017,0.96875,0.984375,298.28125,0.0,616.2167358398438,,273.7048153989017
large-r1-a,large,lora-r1,a,26,0.965625,0.09454365074634552,0.0005945711163803935,276.50077937101014,0.96875,0.96875,300.03125,0.0,912.8729248046875,,276.50077937101014
large-r1-a,large,lora-r1,a,27,1.0,0.060354143381118774,0.000611240160651505,277.12252272700425,1.0,1.0,240.171875,0.0,0.0,,277.12252272700425
large-r1-a,large,lora-r1,a,28,0.9265625000000001,0.08272330462932587,0.0006474779220297933,276.6501329320017,0.890625,0.9375,346.984375,0.0,810.56201171875,,276.6501329320017
large-r1-a,large,lora-r1,a,29,0.9828125,0.09426934272050858,0.0005194248515181243,277.116429475951,0.984375,0.984375,306.453125,0.0,722.2838745117188,,277.116429475951
large-r1-a,large,lora-r1,a,30,0.9484375,0.08676517754793167,0.0002567440096754581,275.34492619591765,0.953125,0.953125,301.84375,0.0,872.45947265625,,275.34492619591765
large-r1-a,large,lora-r1,a,31,1.0,0.07817667722702026,0.0012355879880487919,275.29437707795296,1.0,1.0,216.09375,0.0,0.0,,275.29437707795296
large-r1-a,large,lora-r1,a,32,0.8890625,0.1002148911356926,0.00048000863171182573,273.97870692401193,0.984375,0.890625,242.203125,0.0,590.6445922851562,,273.97870692401193
large-r1-a,large,lora-r1,a,33,1.0,0.09743382781744003,0.0008023295667953789,276.20928438799456,1.0,1.0,190.78125,0.0,0.0,,276.20928438799456
large-r1-a,large,lora-r1,a,34,0.965625,0.13958390057086945,5.506108209374361e-05,274.42950655403547,0.96875,0.96875,223.890625,0.0,970.4194946289062,,274.42950655403547
large-r1-a,large,lora-r1,a,35,0.9296875,0.13254421949386597,0.0005571548244915903,274.19838459591847,0.921875,0.9375,232.09375,0.0,839.35595703125,,274.19838459591847
large-r1-a,large,lora-r1,a,36,0.875,0.0909254401922226,0.0003079534799326211,272.971753081074,1.0,0.875,174.6875,0.125,0.0,,272.971753081074
large-r1-a,large,lora-r1,a,37,0.8,0.16040796041488647,0.0006064233020879328,272.3754124309635,0.875,0.8125,279.609375,0.0,982.6632080078125,,272.3754124309635
large-r1-a,large,lora-r1,a,38,1.0,0.1015990599989891,0.0005854138871654868,273.3001165499445,1.0,1.0,203.1875,0.0,0.0,,273.3001165499445
large-r1-a,large,lora-r1,a,39,0.875,0.11375626921653748,0.0009735075873322785,279.1157689029351,1.0,0.875,192.109375,0.125,0.0,,279.1157689029351
large-r1-b,large,lora-r1,b,0,0.2703125,0.16646312177181244,0.0006907392526045442,402.09737919294275,0.265625,0.34375,495.09375,0.375,1561.0072021484375,,402.09737919294275
large-r1-b,large,lora-r1,b,1,-0.0015625000000000014,0.16296789050102234,0.0007673876825720072,284.3547267189715,0.046875,0.09375,510.9375,0.5,1071.8765869140625,,284.3547267189715
large-r1-b,large,lora-r1,b,2,-0.003124999999999994,0.1731819063425064,0.0005388846038840711,297.1952194760088,0.03125,0.09375,511.140625,0.625,911.457275390625,,297.1952194760088
large-r1-b,large,lora-r1,b,3,-0.08281249999999998,0.20943793654441833,0.0005096569075249135,290.8763995859772,0.015625,0.015625,510.921875,0.875,396.3106689453125,,290.8763995859772
large-r1-b,large,lora-r1,b,4,-0.0031249999999999915,0.18222232162952423,0.0005329666892066598,287.4717994929524,0.03125,0.09375,510.203125,0.625,1095.460205078125,,287.4717994929524
large-r1-b,large,lora-r1,b,5,-0.06874999999999999,0.17653241753578186,0.0005817241035401821,284.23693476908375,0.0,0.03125,512.0,0.75,671.6318359375,,284.23693476908375
large-r1-b,large,lora-r1,b,6,0.26874999999999993,0.16202592849731445,0.000496948545332998,300.1983727749903,0.25,0.34375,488.765625,0.375,1877.219970703125,,300.1983727749903
large-r1-b,large,lora-r1,b,7,0.11875,0.20887166261672974,0.0009130892576649785,289.7144442490535,0.15625,0.203125,490.546875,0.375,978.881591796875,,289.7144442490535
large-r1-b,large,lora-r1,b,8,0.4937499999999999,0.17042359709739685,0.0005595349939540029,290.5203673479846,0.46875,0.546875,460.828125,0.125,1929.7091064453125,,290.5203673479846
large-r1-b,large,lora-r1,b,9,0.375,0.17801205813884735,6.877804844407365e-05,286.97430228604935,0.375,0.4375,472.546875,0.25,1918.3367919921875,,286.97430228604935
large-r1-b,large,lora-r1,b,10,0.46875,0.1393059492111206,0.00033806770807132125,286.5148973959731,0.375,0.53125,475.0625,0.25,1602.0335693359375,,286.5148973959731
large-r1-b,large,lora-r1,b,11,0.425,0.1388857513666153,0.00024202583881560713,287.68084442499094,0.40625,0.484375,462.359375,0.25,1216.3758544921875,,287.68084442499094
large-r1-b,large,lora-r1,b,12,0.5765625,0.12264314293861389,0.0005032474873587489,287.7759737939341,0.515625,0.625,459.4375,0.125,1505.782470703125,,287.7759737939341
large-r1-b,large,lora-r1,b,13,0.715625,0.13876888155937195,0.0005169851938262582,291.20725424494594,0.65625,0.75,429.921875,0.125,1286.0595703125,,291.20725424494594
large-r1-b,large,lora-r1,b,14,0.6734375,0.15072369575500488,0.0007612894405610859,287.2789937290363,0.546875,0.71875,435.65625,0.125,1299.50244140625,,287.2789937290363
large-r1-b,large,lora-r1,b,15,0.6031249999999999,0.1166481226682663,0.00020087133452761918,288.95659634901676,0.625,0.640625,402.625,0.125,821.3555297851562,,288.95659634901676
large-r1-b,large,lora-r1,b,16,0.8609375,0.10120839625597,0.0005092112114652991,292.31415680702776,0.703125,0.890625,415.78125,0.0,995.8656616210938,,292.31415680702776
large-r1-b,large,lora-r1,b,17,0.74375,0.15320970118045807,0.0006924059125594795,286.14325669198297,0.625,0.78125,396.5,0.0,1096.8211669921875,,286.14325669198297
large-r1-b,large,lora-r1,b,18,0.9015625,0.11394472420215607,0.0003157852333970368,285.1710853429977,0.796875,0.921875,393.546875,0.0,1312.1920166015625,,285.1710853429977
large-r1-b,large,lora-r1,b,19,0.9796875,0.10199206322431564,0.000475874578114599,286.9352467190474,0.953125,0.984375,332.453125,0.0,619.6610107421875,,286.9352467190474
large-r1-b,large,lora-r1,b,20,0.790625,0.1259087771177292,0.0007097042980603874,286.62834331195336,0.78125,0.8125,353.21875,0.0,1221.285400390625,,286.62834331195336
large-r1-b,large,lora-r1,b,21,0.996875,0.0952848345041275,0.0005304449587129056,280.88066717004403,0.96875,1.0,306.671875,0.0,82.19181823730469,,280.88066717004403
large-r1-b,large,lora-r1,b,22,0.971875,0.10833578556776047,0.00058155128499493,281.45317594497465,0.875,0.984375,312.234375,0.0,922.1319580078125,,281.45317594497465
large-r1-b,large,lora-r1,b,23,0.884375,0.10563527792692184,0.0005178895662538707,281.3612886199262,0.9375,0.890625,313.6875,0.0,1330.8797607421875,,281.3612886199262
large-r1-b,large,lora-r1,b,24,1.0,0.09112146496772766,0.0005934827495366335,279.37436559901107,1.0,1.0,252.46875,0.0,0.0,,279.37436559901107
large-r1-b,large,lora-r1,b,25,0.965625,0.0997193306684494,0.0003688341239467263,277.36391342198476,0.96875,0.96875,290.890625,0.0,826.0210571289062,,277.36391342198476
large-r1-b,large,lora-r1,b,26,0.915625,0.10986969619989395,0.000607399211730808,276.7441405969439,0.9375,0.921875,318.90625,0.0,918.0589599609375,,276.7441405969439
large-r1-b,large,lora-r1,b,27,1.0,0.09264148026704788,0.000792110338807106,276.36011403705925,1.0,1.0,268.515625,0.0,0.0,,276.36011403705925
large-r1-b,large,lora-r1,b,28,1.0,0.07143554836511612,0.00020420544024091214,277.40100715495646,1.0,1.0,210.703125,0.0,0.0,,277.40100715495646
large-r1-b,large,lora-r1,b,29,0.8890625,0.09559407085180283,0.0006393039366230369,276.42808849795256,0.984375,0.890625,261.71875,0.0,1072.4931640625,,276.42808849795256
large-r1-b,large,lora-r1,b,30,0.8234375,0.09750709682703018,0.0007033309084363282,275.52608089498244,0.640625,0.859375,360.484375,0.0,968.9696655273438,,275.52608089498244
large-r1-b,large,lora-r1,b,31,0.984375,0.07778318226337433,0.0006525464705191553,275.48342841200065,1.0,0.984375,249.609375,0.0,250.699951171875,,275.48342841200065
large-r1-b,large,lora-r1,b,32,1.0,0.08289531618356705,0.000438394898083061,274.3857055719709,1.0,1.0,248.953125,0.0,0.0,,274.3857055719709
large-r1-b,large,lora-r1,b,33,0.98125,0.08565346896648407,-0.00012308666191529483,275.3762831769418,0.96875,0.984375,268.4375,0.0,848.2012939453125,,275.3762831769418
large-r1-b,large,lora-r1,b,34,1.0,0.07152310758829117,0.00040721899131312966,274.4398470140295,1.0,1.0,222.59375,0.0,0.0,,274.4398470140295
large-r1-b,large,lora-r1,b,35,0.9,0.08126789331436157,0.0005333023145794868,274.15081783302594,0.9375,0.90625,257.21875,0.0,1002.8592529296875,,274.15081783302594
large-r1-b,large,lora-r1,b,36,1.0,0.09270818531513214,-4.045044533995679e-06,272.6718217449961,1.0,1.0,237.46875,0.0,0.0,,272.6718217449961
